Id,Image,Part No,Name,Color,Quantity,Average Price,Value,Used Price,Used Value,Remarks
376.3,"=IMAGE(""HTTP://img.bricklink.com/P/11/3003.jpg"")",3003,Brick 2 x 2,Black,197,0.0788,15.523599999999998,0.0787,15.503900000000002,
376.4,"=IMAGE(""HTTP://img.bricklink.com/P/11/3003.jpg"")",3003,Brick 2 x 2,Black,197,0.0788,15.523599999999998,0.0787,15.503900000000002,
377.1,"=IMAGE(""HTTP://img.bricklink.com/P/6/3003.jpg"")",3003,Brick 2 x 2,Green,247,0.0469,11.584299999999999,0.0473,11.6831,
377.2,"=IMAGE(""HTTP://img.bricklink.com/P/6/3003.jpg"")",3003,Brick 2 x 2,Green,247,0.0469,11.584299999999999,0.0473,11.6831,
378.1,"=IMAGE(""HTTP://img.bricklink.com/P/2/3003.jpg"")",3003,Brick 2 x 2,Tan,156,0.0610,9.516,0.0609,9.5004,
378.2,"=IMAGE(""HTTP://img.bricklink.com/P/2/3003.jpg"")",3003,Brick 2 x 2,Tan,156,0.0610,9.516,0.0609,9.5004,
379.1,"=IMAGE(""HTTP://img.bricklink.com/P/34/3003.jpg"")",3003,Brick 2 x 2,Lime,189,0.0372,7.030799999999999,0.0372,7.030799999999999,
379.2,"=IMAGE(""HTTP://img.bricklink.com/P/34/3003.jpg"")",3003,Brick 2 x 2,Lime,189,0.0372,7.030799999999999,0.0372,7.030799999999999,
380,"=IMAGE(""HTTP://img.bricklink.com/P/7/3003.jpg"")",3003,Brick 2 x 2,Light Bluish Gray,246,0.0753,18.5238,0.0752,18.499200000000002,
381.1,"=IMAGE(""HTTP://img.bricklink.com/P/104/3003.jpg"")",3003,Brick 2 x 2,Bright Pink,134,0.0584,7.8256,0.059,7.906,
381.2,"=IMAGE(""HTTP://img.bricklink.com/P/104/3003.jpg"")",3003,Brick 2 x 2,Bright Pink,134,0.0584,7.8256,0.059,7.906,
382.1,"=IMAGE(""HTTP://img.bricklink.com/P/24/3003.jpg"")",3003,Brick 2 x 2,Purple,25,0.9522,23.805,0.9522,23.805,
382.2,"=IMAGE(""HTTP://img.bricklink.com/P/24/3003.jpg"")",3003,Brick 2 x 2,Purple,25,0.9522,23.805,0.9522,23.805,
382.3,"=IMAGE(""HTTP://img.bricklink.com/P/24/3003.jpg"")",3003,Brick 2 x 2,Purple,25,0.9522,23.805,0.9522,23.805,
383.1,"=IMAGE(""HTTP://img.bricklink.com/P/47/3003.jpg"")",3003,Brick 2 x 2,Dark Pink,186,0.0497,9.244200000000001,0.0498,9.262799999999999,
383.2,"=IMAGE(""HTTP://img.bricklink.com/P/47/3003.jpg"")",3003,Brick 2 x 2,Dark Pink,186,0.0497,9.244200000000001,0.0498,9.262799999999999,
384.1,"=IMAGE(""HTTP://img.bricklink.com/P/4/3003.jpg"")",3003,Brick 2 x 2,Orange,159,0.0406,6.455399999999999,0.0406,6.455399999999999,
384.2,"=IMAGE(""HTTP://img.bricklink.com/P/4/3003.jpg"")",3003,Brick 2 x 2,Orange,159,0.0406,6.455399999999999,0.0406,6.455399999999999,
385.1,"=IMAGE(""HTTP://img.bricklink.com/P/42/3003.jpg"")",3003,Brick 2 x 2,Medium Blue,183,0.0864,15.811200000000001,0.0867,15.8661,
385.2,"=IMAGE(""HTTP://img.bricklink.com/P/42/3003.jpg"")",3003,Brick 2 x 2,Medium Blue,183,0.0864,15.811200000000001,0.0867,15.8661,
386.1,"=IMAGE(""HTTP://img.bricklink.com/P/1/3003.jpg"")",3003,Brick 2 x 2,White,239,0.0647,15.463299999999998,0.0644,15.3916,
386.2,"=IMAGE(""HTTP://img.bricklink.com/P/1/3003.jpg"")",3003,Brick 2 x 2,White,239,0.0647,15.463299999999998,0.0644,15.3916,
386.3,"=IMAGE(""HTTP://img.bricklink.com/P/1/3003.jpg"")",3003,Brick 2 x 2,White,239,0.0647,15.463299999999998,0.0644,15.3916,
386.4,"=IMAGE(""HTTP://img.bricklink.com/P/1/3003.jpg"")",3003,Brick 2 x 2,White,239,0.0647,15.463299999999998,0.0644,15.3916,
387,"=IMAGE(""HTTP://img.bricklink.com/P/7/3003.jpg"")",3003,Brick 2 x 2,Dark Bluish Gray,57,0.0783,4.4631,0.0782,4.457400000000001,
388,"=IMAGE(""HTTP://img.bricklink.com/P/6/3022.jpg"")",3022,Plate 2 x 2,Light Bluish Gray,160,0.0424,6.784,0.0424,6.784,
389,"=IMAGE(""HTTP://img.bricklink.com/P/6/3022.jpg"")",3022,Plate 2 x 2,Green,28,0.0509,1.4252,0.0512,1.4336,
390,"=IMAGE(""HTTP://img.bricklink.com/P/6/3022.jpg"")",3022,Plate 2 x 2,Dark Bluish Gray,154,0.0479,7.3766,0.0477,7.3458,
391,"=IMAGE(""HTTP://img.bricklink.com/P/156/3022.jpg"")",3022,Plate 2 x 2,Medium Azure,246,0.0755,18.573,0.0753,18.5238,
392,"=IMAGE(""HTTP://img.bricklink.com/P/1/3022.jpg"")",3022,Plate 2 x 2,White,171,0.0563,9.6273,0.0564,9.6444,
393,"=IMAGE(""HTTP://img.bricklink.com/P/88/3022.jpg"")",3022,Plate 2 x 2,Reddish Brown,25,0.0391,0.9775,0.0393,0.9825,
394,"=IMAGE(""HTTP://img.bricklink.com/P/2/3022.jpg"")",3022,Plate 2 x 2,Tan,18,0.0526,0.9468,0.0524,0.9432,
395,"=IMAGE(""HTTP://img.bricklink.com/P/7/3022.jpg"")",3022,Plate 2 x 2,Blue,232,0.0475,11.02,0.0475,11.02,
396.1,"=IMAGE(""HTTP://img.bricklink.com/P/34/3022.jpg"")",3022,Plate 2 x 2,Lime,147,0.0374,5.497800000000001,0.0372,5.4684,
396.2,"=IMAGE(""HTTP://img.bricklink.com/P/34/3022.jpg"")",3022,Plate 2 x 2,Lime,147,0.0374,5.497800000000001,0.0372,5.4684,
397.1,"=IMAGE(""HTTP://img.bricklink.com/P/4/3022.jpg"")",3022,Plate 2 x 2,Orange,131,0.0373,4.8863,0.0371,4.8601,
397.2,"=IMAGE(""HTTP://img.bricklink.com/P/4/3022.jpg"")",3022,Plate 2 x 2,Orange,131,0.0373,4.8863,0.0371,4.8601,
398,"=IMAGE(""HTTP://img.bricklink.com/P/5/3022.jpg"")",3022,Plate 2 x 2,Red,214,0.0509,10.8926,0.051,10.914,
399,"=IMAGE(""HTTP://img.bricklink.com/P/11/3022.jpg"")",3022,Plate 2 x 2,Black,182,0.0481,8.754199999999999,0.0482,8.7724,
400,"=IMAGE(""HTTP://img.bricklink.com/P/3/3022.jpg"")",3022,Plate 2 x 2,Yellow,195,0.0404,7.878,0.0407,7.9365,
402,"=IMAGE(""HTTP://img.bricklink.com/P/89/3022.jpg"")",3022,Plate 2 x 2,Dark Purple,54,0.2159,11.6586,0.2193,11.8422,
403,"=IMAGE(""HTTP://img.bricklink.com/P/17/3003.jpg"")",3003,Brick 2 x 2,Trans-Red,12,0.0990,1.1880000000000002,0.0992,1.1904,
404.1,"=IMAGE(""HTTP://img.bricklink.com/P/5/3001.jpg"")",3001,Brick 2 x 4,Red,175,0.1297,22.6975,0.1294,22.644999999999996,
404.2,"=IMAGE(""HTTP://img.bricklink.com/P/5/3001.jpg"")",3001,Brick 2 x 4,Red,175,0.1297,22.6975,0.1294,22.644999999999996,
404.3,"=IMAGE(""HTTP://img.bricklink.com/P/5/3001.jpg"")",3001,Brick 2 x 4,Red,175,0.1297,22.6975,0.1294,22.644999999999996,
404.4,"=IMAGE(""HTTP://img.bricklink.com/P/5/3001.jpg"")",3001,Brick 2 x 4,Red,175,0.1297,22.6975,0.1294,22.644999999999996,
404.5,"=IMAGE(""HTTP://img.bricklink.com/P/5/3001.jpg"")",3001,Brick 2 x 4,Red,175,0.1297,22.6975,0.1294,22.644999999999996,
405.1,"=IMAGE(""HTTP://img.bricklink.com/P/59/3001.jpg"")",3001,Brick 2 x 4,Dark Red,94,0.1925,18.095,0.1874,17.6156,
405.2,"=IMAGE(""HTTP://img.bricklink.com/P/59/3001.jpg"")",3001,Brick 2 x 4,Dark Red,94,0.1925,18.095,0.1874,17.6156,
406.1,"=IMAGE(""HTTP://img.bricklink.com/P/6/3001.jpg"")",3001,Brick 2 x 4,Green,111,0.1212,13.4532,0.1211,13.4421,
406.2,"=IMAGE(""HTTP://img.bricklink.com/P/6/3001.jpg"")",3001,Brick 2 x 4,Green,111,0.1212,13.4532,0.1211,13.4421,
407.1,"=IMAGE(""HTTP://img.bricklink.com/P/89/3001.jpg"")",3001,Brick 2 x 4,Dark Purple,152,0.1354,20.5808,0.1351,20.5352,
407.2,"=IMAGE(""HTTP://img.bricklink.com/P/89/3001.jpg"")",3001,Brick 2 x 4,Dark Purple,152,0.1354,20.5808,0.1351,20.5352,
408.1,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Blue,197,0.1200,23.64,0.1191,23.462699999999998,
408.2,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Blue,197,0.1200,23.64,0.1191,23.462699999999998,
408.3,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Blue,197,0.1200,23.64,0.1191,23.462699999999998,
409.1,"=IMAGE(""HTTP://img.bricklink.com/P/4/3001.jpg"")",3001,Brick 2 x 4,Orange,107,0.1181,12.6367,0.1187,12.7009,
409.2,"=IMAGE(""HTTP://img.bricklink.com/P/4/3001.jpg"")",3001,Brick 2 x 4,Orange,107,0.1181,12.6367,0.1187,12.7009,
410.1,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Dark Bluish Gray,109,0.1574,17.1566,0.1576,17.1784,
410.2,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Dark Bluish Gray,109,0.1574,17.1566,0.1576,17.1784,
411.1,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Metallic Gold,7,2.8520,19.964,2.9994,20.9958,
411.2,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Metallic Gold,7,2.8520,19.964,2.9994,20.9958,
412,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Dark Blue,37,0.6509,24.0833,0.6524,24.1388,
413,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Medium Lavender,53,0.1574,8.3422,0.1569,8.315700000000001,
414.1,"=IMAGE(""HTTP://img.bricklink.com/P/12/3001.jpg"")",3001,Brick 2 x 4,Trans-Clear,8,2.4049,19.2392,2.3593,18.8744,
414.2,"=IMAGE(""HTTP://img.bricklink.com/P/12/3001.jpg"")",3001,Brick 2 x 4,Trans-Clear,8,2.4049,19.2392,2.3593,18.8744,
414.3,"=IMAGE(""HTTP://img.bricklink.com/P/12/3001.jpg"")",3001,Brick 2 x 4,Trans-Clear,8,2.4049,19.2392,2.3593,18.8744,
415,"=IMAGE(""HTTP://img.bricklink.com/P/1/3001.jpg"")",3001,Brick 2 x 4,Various,50,0.1,5.0,0.1,5.0,
416,"=IMAGE(""HTTP://img.bricklink.com/P/3/3008.jpg"")",3008,Brick 1 x 8,Yellow,95,0.1442,13.699,0.1445,13.7275,
417,"=IMAGE(""HTTP://img.bricklink.com/P/5/3008.jpg"")",3008,Brick 1 x 8,Red,132,0.1794,23.6808,0.1793,23.667599999999997,
418,"=IMAGE(""HTTP://img.bricklink.com/P/2/3008.jpg"")",3008,Brick 1 x 8,Tan,67,0.2759,18.4853,0.2765,18.5255,
419,"=IMAGE(""HTTP://img.bricklink.com/P/1/3008.jpg"")",3008,Brick 1 x 8,White,72,0.2694,19.3968,0.2695,19.404,
420,"=IMAGE(""HTTP://img.bricklink.com/P/1/3008.jpg"")",3008,Brick 1 x 8,Light Bluish Gray,55,0.3937,21.6535,0.3936,21.648,
421,"=IMAGE(""HTTP://img.bricklink.com/P/11/3008.jpg"")",3008,Brick 1 x 8,Black,50,0.3425,17.125,0.3428,17.14,
422,"=IMAGE(""HTTP://img.bricklink.com/P/7/3008.jpg"")",3008,Brick 1 x 8,Blue,50,0.1332,6.660000000000001,0.1335,6.675000000000001,
423,"=IMAGE(""HTTP://img.bricklink.com/P/5/3460.jpg"")",3460,Plate 1 x 8,Red,60,0.1583,9.498,0.1583,9.498,
424,"=IMAGE(""HTTP://img.bricklink.com/P/6/3460.jpg"")",3460,Plate 1 x 8,Green,30,0.1855,5.5649999999999995,0.1854,5.562,
425.1,"=IMAGE(""HTTP://img.bricklink.com/P/1/3622.jpg"")",3622,Brick 1 x 3,White,147,0.0831,12.215699999999998,0.0831,12.215699999999998,
425.2,"=IMAGE(""HTTP://img.bricklink.com/P/1/3622.jpg"")",3622,Brick 1 x 3,White,147,0.0831,12.215699999999998,0.0831,12.215699999999998,
426,"=IMAGE(""HTTP://img.bricklink.com/P/6/3622.jpg"")",3622,Brick 1 x 3,Green,177,0.0531,9.3987,0.053,9.381,
427,"=IMAGE(""HTTP://img.bricklink.com/P/11/3622.jpg"")",3622,Brick 1 x 3,Black,100,0.1257,12.57,0.1263,12.629999999999999,
428,"=IMAGE(""HTTP://img.bricklink.com/P/110/3622.jpg"")",3622,Brick 1 x 3,Light Bluish Gray,58,0.0950,5.51,0.095,5.51,
429.1,"=IMAGE(""HTTP://img.bricklink.com/P/110/3622.jpg"")",3622,Brick 1 x 3,Brown,47,0.4611,21.6717,0.4454,20.9338,
429.2,"=IMAGE(""HTTP://img.bricklink.com/P/110/3622.jpg"")",3622,Brick 1 x 3,Brown,47,0.4611,21.6717,0.4454,20.9338,
430,"=IMAGE(""HTTP://img.bricklink.com/P/34/3622.jpg"")",3622,Brick 1 x 3,Lime,24,0.0506,1.2144,0.0508,1.2191999999999998,
431,"=IMAGE(""HTTP://img.bricklink.com/P/3/3622.jpg"")",3622,Brick 1 x 3,Yellow,158,0.0487,7.6946,0.0488,7.710400000000001,
432,"=IMAGE(""HTTP://img.bricklink.com/P/110/3622.jpg"")",3622,Brick 1 x 3,Reddish Brown,70,0.0735,5.145,0.0736,5.152,
433.1,"=IMAGE(""HTTP://img.bricklink.com/P/5/3622.jpg"")",3622,Brick 1 x 3,Red,125,0.0670,8.375,0.0671,8.387500000000001,
433.2,"=IMAGE(""HTTP://img.bricklink.com/P/5/3622.jpg"")",3622,Brick 1 x 3,Red,125,0.0670,8.375,0.0671,8.387500000000001,
434,"=IMAGE(""HTTP://img.bricklink.com/P/153/3009.jpg"")",3009,Brick 1 x 6,Reddish Brown,35,0.1475,5.1625,0.1476,5.166,
435,"=IMAGE(""HTTP://img.bricklink.com/P/7/3009.jpg"")",3009,Brick 1 x 6,Blue,147,0.0923,13.5681,0.0924,13.582799999999999,
436.1,"=IMAGE(""HTTP://img.bricklink.com/P/8/3009.jpg"")",3009,Brick 1 x 6,Brown,26,0.5311,13.8086,0.5311,13.8086,
436.2,"=IMAGE(""HTTP://img.bricklink.com/P/8/3009.jpg"")",3009,Brick 1 x 6,Brown,26,0.5311,13.8086,0.5311,13.8086,
437.1,"=IMAGE(""HTTP://img.bricklink.com/P/1/3009.jpg"")",3009,Brick 1 x 6,White,113,0.1555,17.5715,0.1555,17.5715,
437.2,"=IMAGE(""HTTP://img.bricklink.com/P/1/3009.jpg"")",3009,Brick 1 x 6,White,113,0.1555,17.5715,0.1555,17.5715,
439,"=IMAGE(""HTTP://img.bricklink.com/P/1/3009.jpg"")",3009,Brick 1 x 6,Various,28,0.1,2.8000000000000003,0.1,2.8000000000000003,
440,"=IMAGE(""HTTP://img.bricklink.com/P/3/3009.jpg"")",3009,Brick 1 x 6,Yellow,183,0.0885,16.1955,0.0888,16.2504,
441,"=IMAGE(""HTTP://img.bricklink.com/P/6/3009.jpg"")",3009,Brick 1 x 6,Green,52,0.1395,7.2540000000000004,0.1391,7.2332,
442,"=IMAGE(""HTTP://img.bricklink.com/P/153/3009.jpg"")",3009,Brick 1 x 6,Light Bluish Gray,62,0.2052,12.7224,0.2053,12.7286,
443,"=IMAGE(""HTTP://img.bricklink.com/P/24/3009.jpg"")",3009,Brick 1 x 6,Purple,27,0.6016,16.2432,0.6016,16.2432,
444,"=IMAGE(""HTTP://img.bricklink.com/P/11/3009.jpg"")",3009,Brick 1 x 6,Black,80,0.2234,17.872,0.2239,17.912,
445,"=IMAGE(""HTTP://img.bricklink.com/P/5/3009.jpg"")",3009,Brick 1 x 6,Red,119,0.0982,11.685799999999999,0.0983,11.6977,
447,"=IMAGE(""HTTP://img.bricklink.com/P/1/6111.jpg"")",6111,Brick 1 x 10,White,47,0.3788,17.803600000000003,0.3782,17.775399999999998,
448.1,"=IMAGE(""HTTP://img.bricklink.com/P/1/2465.jpg"")",2465,Brick 1 x 16,White,40,0.5733,22.932000000000002,0.5732,22.928,
448.2,"=IMAGE(""HTTP://img.bricklink.com/P/1/2465.jpg"")",2465,Brick 1 x 16,White,40,0.5733,22.932000000000002,0.5732,22.928,
448.3,"=IMAGE(""HTTP://img.bricklink.com/P/1/2465.jpg"")",2465,Brick 1 x 16,White,40,0.5733,22.932000000000002,0.5732,22.928,
449,"=IMAGE(""HTTP://img.bricklink.com/P/63/6111.jpg"")",6111,Brick 1 x 10,Light Bluish Gray,13,0.3262,4.2406,0.3264,4.2432,
450,"=IMAGE(""HTTP://img.bricklink.com/P/110/3623.jpg"")",3623,Plate 1 x 3,Light Bluish Gray,143,0.0771,11.0253,0.0771,11.0253,
451,"=IMAGE(""HTTP://img.bricklink.com/P/1/6636.jpg"")",6636,Tile 1 x 6,Various,139,0.1,13.9,0.1,13.9,
452.1,"=IMAGE(""HTTP://img.bricklink.com/P/220/3023.jpg"")",3023,Plate 1 x 2,Medium Lavender,243,0.0264,6.4152,0.0263,6.3909,
452.2,"=IMAGE(""HTTP://img.bricklink.com/P/220/3023.jpg"")",3023,Plate 1 x 2,Medium Lavender,243,0.0264,6.4152,0.0263,6.3909,
452.3,"=IMAGE(""HTTP://img.bricklink.com/P/220/3023.jpg"")",3023,Plate 1 x 2,Medium Lavender,243,0.0264,6.4152,0.0263,6.3909,
452.4,"=IMAGE(""HTTP://img.bricklink.com/P/220/3023.jpg"")",3023,Plate 1 x 2,Medium Lavender,243,0.0264,6.4152,0.0263,6.3909,
452.5,"=IMAGE(""HTTP://img.bricklink.com/P/220/3023.jpg"")",3023,Plate 1 x 2,Medium Lavender,243,0.0264,6.4152,0.0263,6.3909,
453.1,"=IMAGE(""HTTP://img.bricklink.com/P/220/3023.jpg"")",3023,Plate 1 x 2,Reddish Brown,225,0.0387,8.7075,0.0387,8.7075,
453.2,"=IMAGE(""HTTP://img.bricklink.com/P/220/3023.jpg"")",3023,Plate 1 x 2,Reddish Brown,225,0.0387,8.7075,0.0387,8.7075,
453.3,"=IMAGE(""HTTP://img.bricklink.com/P/220/3023.jpg"")",3023,Plate 1 x 2,Reddish Brown,225,0.0387,8.7075,0.0387,8.7075,
453.4,"=IMAGE(""HTTP://img.bricklink.com/P/220/3023.jpg"")",3023,Plate 1 x 2,Reddish Brown,225,0.0387,8.7075,0.0387,8.7075,
454.1,"=IMAGE(""HTTP://img.bricklink.com/P/2/3023.jpg"")",3023,Plate 1 x 2,Tan,231,0.0469,10.8339,0.0469,10.8339,
454.2,"=IMAGE(""HTTP://img.bricklink.com/P/2/3023.jpg"")",3023,Plate 1 x 2,Tan,231,0.0469,10.8339,0.0469,10.8339,
454.3,"=IMAGE(""HTTP://img.bricklink.com/P/2/3023.jpg"")",3023,Plate 1 x 2,Tan,231,0.0469,10.8339,0.0469,10.8339,
454.4,"=IMAGE(""HTTP://img.bricklink.com/P/2/3023.jpg"")",3023,Plate 1 x 2,Tan,231,0.0469,10.8339,0.0469,10.8339,
454.5,"=IMAGE(""HTTP://img.bricklink.com/P/2/3023.jpg"")",3023,Plate 1 x 2,Tan,231,0.0469,10.8339,0.0469,10.8339,
455.1,"=IMAGE(""HTTP://img.bricklink.com/P/42/3023.jpg"")",3023,Plate 1 x 2,Medium Blue,126,0.0530,6.678,0.053,6.678,
455.2,"=IMAGE(""HTTP://img.bricklink.com/P/42/3023.jpg"")",3023,Plate 1 x 2,Medium Blue,126,0.0530,6.678,0.053,6.678,
456,"=IMAGE(""HTTP://img.bricklink.com/P/104/3023.jpg"")",3023,Plate 1 x 2,Bright Pink,191,0.0497,9.492700000000001,0.0498,9.5118,
457.1,"=IMAGE(""HTTP://img.bricklink.com/P/34/3023.jpg"")",3023,Plate 1 x 2,Lime,210,0.0293,6.153,0.0294,6.1739999999999995,
457.2,"=IMAGE(""HTTP://img.bricklink.com/P/34/3023.jpg"")",3023,Plate 1 x 2,Lime,210,0.0293,6.153,0.0294,6.1739999999999995,
457.3,"=IMAGE(""HTTP://img.bricklink.com/P/34/3023.jpg"")",3023,Plate 1 x 2,Lime,210,0.0293,6.153,0.0294,6.1739999999999995,
457.4,"=IMAGE(""HTTP://img.bricklink.com/P/34/3023.jpg"")",3023,Plate 1 x 2,Lime,210,0.0293,6.153,0.0294,6.1739999999999995,
457.5,"=IMAGE(""HTTP://img.bricklink.com/P/34/3023.jpg"")",3023,Plate 1 x 2,Lime,210,0.0293,6.153,0.0294,6.1739999999999995,
458.1,"=IMAGE(""HTTP://img.bricklink.com/P/12/3023.jpg"")",3023,Plate 1 x 2,Trans-Clear,183,0.0905,16.5615,0.0907,16.598100000000002,
458.2,"=IMAGE(""HTTP://img.bricklink.com/P/12/3023.jpg"")",3023,Plate 1 x 2,Trans-Clear,183,0.0905,16.5615,0.0907,16.598100000000002,
458.3,"=IMAGE(""HTTP://img.bricklink.com/P/12/3023.jpg"")",3023,Plate 1 x 2,Trans-Clear,183,0.0905,16.5615,0.0907,16.598100000000002,
459.1,"=IMAGE(""HTTP://img.bricklink.com/P/12/3004.jpg"")",3004,Brick 1 x 2,Trans-Clear,89,0.2198,19.5622,0.2195,19.5355,
459.2,"=IMAGE(""HTTP://img.bricklink.com/P/12/3004.jpg"")",3004,Brick 1 x 2,Trans-Clear,89,0.2198,19.5622,0.2195,19.5355,
459.3,"=IMAGE(""HTTP://img.bricklink.com/P/12/3004.jpg"")",3004,Brick 1 x 2,Trans-Clear,89,0.2198,19.5622,0.2195,19.5355,
460.1,"=IMAGE(""HTTP://img.bricklink.com/P/59/3004.jpg"")",3004,Brick 1 x 2,Dark Red,233,0.0636,14.818800000000001,0.0636,14.818800000000001,
460.2,"=IMAGE(""HTTP://img.bricklink.com/P/59/3004.jpg"")",3004,Brick 1 x 2,Dark Red,233,0.0636,14.818800000000001,0.0636,14.818800000000001,
461.1,"=IMAGE(""HTTP://img.bricklink.com/P/3/3004.jpg"")",3004,Brick 1 x 2,Yellow,236,0.0341,8.0476,0.034,8.024000000000001,
461.2,"=IMAGE(""HTTP://img.bricklink.com/P/3/3004.jpg"")",3004,Brick 1 x 2,Yellow,236,0.0341,8.0476,0.034,8.024000000000001,
461.3,"=IMAGE(""HTTP://img.bricklink.com/P/3/3004.jpg"")",3004,Brick 1 x 2,Yellow,236,0.0341,8.0476,0.034,8.024000000000001,
461.4,"=IMAGE(""HTTP://img.bricklink.com/P/3/3004.jpg"")",3004,Brick 1 x 2,Yellow,236,0.0341,8.0476,0.034,8.024000000000001,
461.5,"=IMAGE(""HTTP://img.bricklink.com/P/3/3004.jpg"")",3004,Brick 1 x 2,Yellow,236,0.0341,8.0476,0.034,8.024000000000001,
462.1,"=IMAGE(""HTTP://img.bricklink.com/P/6/3004.jpg"")",3004,Brick 1 x 2,Green,235,0.0352,8.272,0.0352,8.272,
462.2,"=IMAGE(""HTTP://img.bricklink.com/P/6/3004.jpg"")",3004,Brick 1 x 2,Green,235,0.0352,8.272,0.0352,8.272,
463.1,"=IMAGE(""HTTP://img.bricklink.com/P/5/3004.jpg"")",3004,Brick 1 x 2,Red,218,0.0437,9.5266,0.0439,9.5702,
463.2,"=IMAGE(""HTTP://img.bricklink.com/P/5/3004.jpg"")",3004,Brick 1 x 2,Red,218,0.0437,9.5266,0.0439,9.5702,
463.3,"=IMAGE(""HTTP://img.bricklink.com/P/5/3004.jpg"")",3004,Brick 1 x 2,Red,218,0.0437,9.5266,0.0439,9.5702,
463.4,"=IMAGE(""HTTP://img.bricklink.com/P/5/3004.jpg"")",3004,Brick 1 x 2,Red,218,0.0437,9.5266,0.0439,9.5702,
463.5,"=IMAGE(""HTTP://img.bricklink.com/P/5/3004.jpg"")",3004,Brick 1 x 2,Red,218,0.0437,9.5266,0.0439,9.5702,
463.6,"=IMAGE(""HTTP://img.bricklink.com/P/5/3004.jpg"")",3004,Brick 1 x 2,Red,218,0.0437,9.5266,0.0439,9.5702,
464.1,"=IMAGE(""HTTP://img.bricklink.com/P/1/3004.jpg"")",3004,Brick 1 x 2,White,235,0.0552,12.972,0.0553,12.9955,
464.2,"=IMAGE(""HTTP://img.bricklink.com/P/1/3004.jpg"")",3004,Brick 1 x 2,White,235,0.0552,12.972,0.0553,12.9955,
464.3,"=IMAGE(""HTTP://img.bricklink.com/P/1/3004.jpg"")",3004,Brick 1 x 2,White,235,0.0552,12.972,0.0553,12.9955,
464.4,"=IMAGE(""HTTP://img.bricklink.com/P/1/3004.jpg"")",3004,Brick 1 x 2,White,235,0.0552,12.972,0.0553,12.9955,
464.5,"=IMAGE(""HTTP://img.bricklink.com/P/1/3004.jpg"")",3004,Brick 1 x 2,White,235,0.0552,12.972,0.0553,12.9955,
465.1,"=IMAGE(""HTTP://img.bricklink.com/P/88/3004.jpg"")",3004,Brick 1 x 2,Reddish Brown,167,0.0494,8.2498,0.0494,8.2498,
465.2,"=IMAGE(""HTTP://img.bricklink.com/P/88/3004.jpg"")",3004,Brick 1 x 2,Reddish Brown,167,0.0494,8.2498,0.0494,8.2498,
466.1,"=IMAGE(""HTTP://img.bricklink.com/P/8/3004.jpg"")",3004,Brick 1 x 2,Brown,85,0.2777,23.6045,0.2765,23.5025,
466.2,"=IMAGE(""HTTP://img.bricklink.com/P/8/3004.jpg"")",3004,Brick 1 x 2,Brown,85,0.2777,23.6045,0.2765,23.5025,
466.3,"=IMAGE(""HTTP://img.bricklink.com/P/8/3004.jpg"")",3004,Brick 1 x 2,Brown,85,0.2777,23.6045,0.2765,23.5025,
466.4,"=IMAGE(""HTTP://img.bricklink.com/P/8/3004.jpg"")",3004,Brick 1 x 2,Brown,85,0.2777,23.6045,0.2765,23.5025,
466.5,"=IMAGE(""HTTP://img.bricklink.com/P/8/3004.jpg"")",3004,Brick 1 x 2,Brown,85,0.2777,23.6045,0.2765,23.5025,
466.6,"=IMAGE(""HTTP://img.bricklink.com/P/8/3004.jpg"")",3004,Brick 1 x 2,Brown,85,0.2777,23.6045,0.2765,23.5025,
467.1,"=IMAGE(""HTTP://img.bricklink.com/P/4/3004.jpg"")",3004,Brick 1 x 2,Orange,177,0.0378,6.6906,0.0377,6.672899999999999,
467.2,"=IMAGE(""HTTP://img.bricklink.com/P/4/3004.jpg"")",3004,Brick 1 x 2,Orange,177,0.0378,6.6906,0.0377,6.672899999999999,
468.1,"=IMAGE(""HTTP://img.bricklink.com/P/2/3004.jpg"")",3004,Brick 1 x 2,Tan,196,0.0715,14.014,0.0715,14.014,
468.2,"=IMAGE(""HTTP://img.bricklink.com/P/2/3004.jpg"")",3004,Brick 1 x 2,Tan,196,0.0715,14.014,0.0715,14.014,
469.1,"=IMAGE(""HTTP://img.bricklink.com/P/7/3004.jpg"")",3004,Brick 1 x 2,Blue,220,0.0359,7.898000000000001,0.0358,7.8759999999999994,
469.2,"=IMAGE(""HTTP://img.bricklink.com/P/7/3004.jpg"")",3004,Brick 1 x 2,Blue,220,0.0359,7.898000000000001,0.0358,7.8759999999999994,
